SMILES	MOA
CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12	adrenergic receptor antagonist
CCC1(Cc2ccccc2O1)C1=NCCN1	adrenergic receptor antagonist
CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)C3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O	adrenergic receptor antagonist
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1	adrenergic receptor antagonist
CC(C)N[C@@H](C)[C@H](O)COc1ccc(C)c2CCCc12	adrenergic receptor antagonist
OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N	adrenergic receptor antagonist
C1CN=C(N1)C1COc2ccccc2O1	adrenergic receptor antagonist
C1CNC(N1)=C1COc2ccccc2O1	adrenergic receptor antagonist
CCn1ccnc1CC1COc2ccccc2O1	adrenergic receptor antagonist
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1	adrenergic receptor antagonist
CC(C)NCC(O)COc1ccccc1-n1cccc1	adrenergic receptor antagonist
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O	adrenergic receptor antagonist
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1	adrenergic receptor antagonist
CC(C)(C)NCC(O)COc1cccc2C(=O)CCCc12	adrenergic receptor antagonist
COC(C)C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1	adrenergic receptor antagonist
CC(C)NCC(O)COc1cc(C)c(OC(C)=O)c(C)c1C	adrenergic receptor antagonist
COCCc1ccc(OCC(O)CNC(C)C)cc1	adrenergic receptor antagonist
COc1ccccc1OCC(O)CNC(C)C	adrenergic receptor antagonist
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C	adrenergic receptor antagonist
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12	adrenergic receptor antagonist
CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12	adrenergic receptor antagonist
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	adrenergic receptor antagonist
O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1	adrenergic receptor antagonist
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13	adrenergic receptor antagonist
CC(C)NCC(O)c1ccc(cc1)[N+]([O-])=O	adrenergic receptor antagonist
COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1	adrenergic receptor antagonist
CC1(CN)Cc2ccccc2C1	adrenergic receptor antagonist
CC(C)NCC(O)COc1ccccc1OCC=C	adrenergic receptor antagonist
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1	adrenergic receptor antagonist
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	adrenergic receptor antagonist
Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1	adrenergic receptor antagonist
CC(C)NCC(O)COc1cccc2[nH]ccc12	adrenergic receptor antagonist
CC(C)NCC(O)COc1ccc(NC(C)=O)cc1	adrenergic receptor antagonist
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1	adrenergic receptor antagonist
CC(C)NCC(O)c1ccc2ccccc2c1	adrenergic receptor antagonist
CC(C)NC[C@H](O)COc1cccc2ccccc12	adrenergic receptor antagonist
Cc1noc(COc2ccccc2OCC(O)CNC(C)(C)C)n1	adrenergic receptor antagonist
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12	adrenergic receptor antagonist
CCOc1ccccc1O[C@@H]([C@H]1CNCCO1)c1ccccc1.CCOc1ccccc1O[C@H]([C@@H]1CNCCO1)c1ccccc1	adrenergic receptor antagonist
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)COc1c(OC)cccc1C(C)C	adrenergic receptor antagonist
Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O	adrenergic receptor antagonist
CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1	adrenergic receptor antagonist
CCS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc(OC)ccc4[C@@H]3C[C@H]12	adrenergic receptor antagonist
COC1(COc2ccccc2O1)C1=NCCN1	adrenergic receptor antagonist
CN1CCC2=C(C1)c1ccccc1Cc1ccccc21	adrenergic receptor antagonist
C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(N)=O)NCCOc1ccccc1OCC(F)(F)F	adrenergic receptor antagonist
COC(=O)C1=C(C)NC(C)=C(C1c1ccc(cc1)[N+]([O-])=O)C(=O)NCCCN1CCC(CC1)(c1ccccc1)c1ccccc1	adrenergic receptor antagonist
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	adrenergic receptor antagonist
CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc12	adrenergic receptor antagonist
CN1CCC2Nc3ccc(C)cc3C2C1	adrenergic receptor antagonist
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1	adrenergic receptor antagonist
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	adrenergic receptor antagonist
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O	adrenergic receptor antagonist
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1	adrenergic receptor antagonist
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1	adrenergic receptor antagonist
CSc1ccccc1OCC(O)CNC(C)C	adrenergic receptor antagonist
Cc1ccccc1OCC(O)CNCCOc1ccc(cc1)C(N)=O	adrenergic receptor antagonist
C(C1=NCCN1)c1ccccc1	adrenergic receptor antagonist
Cc1ccc(NC2=NCCN2)c(Cl)c1	adrenergic receptor antagonist
COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC	adrenergic receptor antagonist
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1	adrenergic receptor antagonist
COc1cc(CN2CCN(CC2)c2ccc(F)cc2)cc(OC)c1OC	adrenergic receptor antagonist
CC[C@@]12CCCN3CCc4c([C@H]13)n(C(=O)C2)c1ccccc41	adrenergic receptor antagonist
CC[C@@]12CCCN3CCc4c([C@H]13)n(c1ccccc41)[C@@](O)(C2)C(=O)OC	adrenergic receptor antagonist
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1	adrenergic receptor antagonist
Cc1cccc(OCC(O)CNC(C)(C)C)c1C	adrenergic receptor antagonist
O=C1Nc2ccccc2C2=NC(CN3CCN(CC3)c3ccccc3)CN12	adrenergic receptor antagonist
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(O)=O)c2c1	cyclooxygenase inhibitor
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O	cyclooxygenase inhibitor
OC(=O)Cc1ccc(OCC=C)c(Cl)c1	cyclooxygenase inhibitor
Nc1c(CC(O)=O)cccc1C(=O)c1ccccc1	cyclooxygenase inhibitor
Nc1ccc(C(O)=O)c(O)c1	cyclooxygenase inhibitor
CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)c2ccccc12)C(=O)Nc1ccccn1	cyclooxygenase inhibitor
Cc1c(N)c(=O)n(-c2ccccc2)n1C	cyclooxygenase inhibitor
COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C	cyclooxygenase inhibitor
COc1cc(OC)c(C=O)cc1OC	cyclooxygenase inhibitor
CC(=O)Oc1ccccc1C(O)=O	cyclooxygenase inhibitor
COc1ccc2cc(ccc2c1)C(C)C(=O)Oc1ccc(cc1)C(N)=S	cyclooxygenase inhibitor
CCCC1C(=O)N2N(C1=O)c1cc(C)ccc1N=C2N(C)C	cyclooxygenase inhibitor
OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O	cyclooxygenase inhibitor
OC(=O)COc1nn(Cc2ccccc2)c2ccccc12	cyclooxygenase inhibitor
Nc1c(CC(O)=O)cccc1C(=O)c1ccc(Br)cc1	cyclooxygenase inhibitor
CCCCOc1ccc(CC(=O)NO)cc1	cyclooxygenase inhibitor
CCC(C(O)=O)c1ccc(CC(C)C)cc1	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21	cyclooxygenase inhibitor
Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc-2c(Cc3ccccc-23)c1	cyclooxygenase inhibitor
NCCCC[C@H](N)C(O)=O.Cc1c(Cl)cccc1Nc1ncccc1C(O)=O	cyclooxygenase inhibitor
COc1ccc(cc1F)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)F	cyclooxygenase inhibitor
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	cyclooxygenase inhibitor
O=C1N2Cc3ccccc3C(=O)N2Cc2ccccc12	cyclooxygenase inhibitor
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O	cyclooxygenase inhibitor
CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1	cyclooxygenase inhibitor
COc1cc(C)nn1-c1nc(C)cc(OC)n1	cyclooxygenase inhibitor
CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12	cyclooxygenase inhibitor
OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	cyclooxygenase inhibitor
Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O	cyclooxygenase inhibitor
CC(Cc1ccccc1)N(C)Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C	cyclooxygenase inhibitor
OC(=O)Cc1ccc(cc1)-c1ccccc1	cyclooxygenase inhibitor
CCOC(=O)Cc1ccc(cc1)-c1ccccc1	cyclooxygenase inhibitor
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1	cyclooxygenase inhibitor
OC(=O)Cc1sc(nc1-c1ccc(Cl)cc1)-c1ccccc1	cyclooxygenase inhibitor
CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(cc1)S(C)(=O)=O	cyclooxygenase inhibitor
CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1	cyclooxygenase inhibitor
OCC(O)COC(=O)c1ccccc1Nc1ccnc2c(cccc12)C(F)(F)F	cyclooxygenase inhibitor
C[C@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1	cyclooxygenase inhibitor
COc1ccc(cc1)-c1nc(sc1-c1ccc(OC)cc1)C(=O)N1CCN(C)CC1	cyclooxygenase inhibitor
OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H]3CC=C(CO)[C@@H]23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	cyclooxygenase inhibitor
CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O	cyclooxygenase inhibitor
NCCCC[C@H](N)C(O)=O.CC(C)Cc1ccc(cc1)C(C)C(O)=O	cyclooxygenase inhibitor
CC(C)Cc1ccc(cc1)C(C)C(=O)OCc1ccccn1	cyclooxygenase inhibitor
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1	cyclooxygenase inhibitor
CN1C(C(=O)Nc2cc(C)on2)C(=O)c2ccccc2S1(=O)=O	cyclooxygenase inhibitor
CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1	cyclooxygenase inhibitor
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1	cyclooxygenase inhibitor
Cc1nc[nH]c1-c1ccc(Cl)cc1	cyclooxygenase inhibitor
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O	cyclooxygenase inhibitor
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(O)=O)c1	cyclooxygenase inhibitor
CC(C)Cc1ccc(cc1)C(C)C(=O)NCCO	cyclooxygenase inhibitor
Cc1cccc(Nc2ccccc2C(O)=O)c1C	cyclooxygenase inhibitor
CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O	cyclooxygenase inhibitor
COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1	cyclooxygenase inhibitor
COc1ccc(cc1)-c1noc(CC(O)=O)c1-c1ccc(OC)cc1	cyclooxygenase inhibitor
COc1ccc2cc(CCC(C)=O)ccc2c1	cyclooxygenase inhibitor
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	cyclooxygenase inhibitor
CN1CCOC(c2ccccc2)c2ccccc2C1	cyclooxygenase inhibitor
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	cyclooxygenase inhibitor
Cc1oncc1C(=O)N1CCCCC1	cyclooxygenase inhibitor
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F	cyclooxygenase inhibitor
CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O	cyclooxygenase inhibitor
CC(=O)Oc1ccccc1C(=O)Oc1cccc(CO[N+]([O-])=O)c1	cyclooxygenase inhibitor
OC(=O)c1cc(ccc1O)\N=N\c1ccc(O)c(c1)C(O)=O	cyclooxygenase inhibitor
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1	cyclooxygenase inhibitor
CCCCC1C(=O)N(N(C1=O)c1ccc(O)cc1)c1ccccc1	cyclooxygenase inhibitor
CC(=O)Nc1ccc(O)cc1	cyclooxygenase inhibitor
CCC(=O)NS(=O)(=O)c1ccc(cc1)-c1c(C)onc1-c1ccccc1	cyclooxygenase inhibitor
NNC(=O)c1ccncc1	cyclooxygenase inhibitor
CCOc1ccc(NC(C)=O)cc1	cyclooxygenase inhibitor
Cc1cc(=O)n(-c2ccccc2)n1C	cyclooxygenase inhibitor
CC(C(=O)Nc1cc(C)ccn1)c1cccc(c1)C(=O)c1ccccc1	cyclooxygenase inhibitor
CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc2Oc3ncccc3Cc2c1	cyclooxygenase inhibitor
COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2ccccc12	cyclooxygenase inhibitor
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1	cyclooxygenase inhibitor
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1	cyclooxygenase inhibitor
CC(C)n1c2cc(C)ccc2c(nc1=O)-c1ccccc1	cyclooxygenase inhibitor
CC(C)Nc1c(C)n(C)n(-c2ccccc2)c1=O	cyclooxygenase inhibitor
CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1	cyclooxygenase inhibitor
O=c1n2CCc3c([nH]c4ccccc34)-c2nc2ccccc12	cyclooxygenase inhibitor
OC(=O)c1ccccc1O	cyclooxygenase inhibitor
NS(=O)(=O)c1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F	cyclooxygenase inhibitor
COc1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F	cyclooxygenase inhibitor
OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1	cyclooxygenase inhibitor
CC1=C(CC(O)=O)c2cc(F)ccc2C\1=C/c1ccc(cc1)S(C)=O	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc(cc1)C(=O)c1cccs1	cyclooxygenase inhibitor
CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1	cyclooxygenase inhibitor
FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1	cyclooxygenase inhibitor
NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc12	cyclooxygenase inhibitor
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc(s1)C(=O)c1ccccc1	cyclooxygenase inhibitor
Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C	cyclooxygenase inhibitor
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(C(O)=O)c3ccccc3)c2c1	cyclooxygenase inhibitor
O=C1c2ccccc2-n2c1nc1ccccc1c2=O	cyclooxygenase inhibitor
CCCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	cyclooxygenase inhibitor
Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1	cyclooxygenase inhibitor
CC(C(O)=O)c1ccc2Sc3ccccc3C(=O)Cc2c1	cyclooxygenase inhibitor
C[C@H](N)C(=O)N[C@@H](C)P(O)(O)=O	bacterial cell wall synthesis inhibitor
CC1(C)S[C@@H]2[C@H](\N=C\N3CCCCCC3)C(=O)N2[C@H]1C(O)=O	bacterial cell wall synthesis inhibitor
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O	bacterial cell wall synthesis inhibitor
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O	bacterial cell wall synthesis inhibitor
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O	bacterial cell wall synthesis inhibitor
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O	bacterial cell wall synthesis inhibitor
CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC	bacterial cell wall synthesis inhibitor
CC[C@H](C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCC(=O)O[Zn]OC(=O)C[C@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(N)=O)NC2=O)NC(=O)[C@@H](NC1=O)[C@H](C)CC)[C@H](C)CC	bacterial cell wall synthesis inhibitor
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3Cn4cnc[n+]4C3)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	bacterial cell wall synthesis inhibitor
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O	bacterial cell wall synthesis inhibitor
NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O	bacterial cell wall synthesis inhibitor
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1	bacterial cell wall synthesis inhibitor
CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)c1ccc(O)cc1)C2=O)C(O)=O	bacterial cell wall synthesis inhibitor
NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc2cccs2)C3=O)C(O)=O)cc1	bacterial cell wall synthesis inhibitor
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)c1ccccc1)C2=O)C(O)=O	bacterial cell wall synthesis inhibitor
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](OC=O)c1ccccc1)C2=O)C(O)=O	bacterial cell wall synthesis inhibitor
CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C	bacterial cell wall synthesis inhibitor
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1	bacterial cell wall synthesis inhibitor
CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	bacterial cell wall synthesis inhibitor
Nc1nc(cs1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/c3scnc3C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	bacterial cell wall synthesis inhibitor
Nc1nc(cs1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CO\N=C(\C(=O)NC1C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(C)c(CC(O)=O)s3)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1	bacterial cell wall synthesis inhibitor
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O	bacterial cell wall synthesis inhibitor
CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N12	bacterial cell wall synthesis inhibitor
CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O	bacterial cell wall synthesis inhibitor
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1	bacterial cell wall synthesis inhibitor
Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1	bacterial cell wall synthesis inhibitor
CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[n+]3cccc4CCCc34)=C(N2C1=O)C(O)=O)c1csc(N)n1	bacterial cell wall synthesis inhibitor
